0,2041.2,1.0,2.0,0.0
1,2047.16,1.0,2.0,0.0
2,2052.23,1.0,2.0,0.0
3,2042.09,1.0,2.0,0.0
4,2043.68,1.0,2.0,0.0
5,2046.1,1.0,2.0,0.0
6,2047.8,1.0,2.0,0.0
7,2043.97,1.0,2.0,0.0
8,2046.13,1.0,2.0,0.0
9,2046.44,1.0,2.0,0.0
10,2038.55,1.0,2.0,0.0
11,2038.8,1.0,2.0,0.0
12,2042.36,1.0,2.0,0.0
13,2044.37,1.0,2.0,0.0
14,2049.08,1.0,2.0,0.0
15,2051.99,1.0,2.0,0.0
16,2044.35,1.0,2.0,0.0
17,2046.24,1.0,2.0,0.0
18,2046.25,1.0,2.0,0.0
19,2042.47,1.0,2.0,0.0
20,2042.94,1.0,2.0,0.0
21,2044.42,1.0,2.0,0.0
22,2053.33,1.0,2.0,0.0
23,2044.9,1.0,2.0,0.0
24,2050.61,1.0,2.0,0.0
25,2044.14,1.0,2.0,0.0
26,2043.14,1.0,2.0,0.0
27,2048.88,1.0,2.0,0.0
28,2043.03,1.0,2.0,0.0
29,2040.41,1.0,2.0,0.0
30,2046.51,1.0,2.0,0.0
31,2042.67,1.0,2.0,0.0
32,2047.71,1.0,2.0,0.0
33,2044.85,1.0,2.0,0.0
34,2043.57,1.0,2.0,0.0
35,2047.85,1.0,2.0,0.0
36,2046.55,1.0,2.0,0.0
37,2042.27,1.0,2.0,0.0
38,2047.56,1.0,2.0,0.0
39,2042.74,1.0,2.0,0.0
40,2044.88,1.0,2.0,0.0
41,2046.8,1.0,2.0,0.0
42,2048.29,1.0,2.0,0.0
43,2045.65,1.0,2.0,0.0
44,2044.39,1.0,2.0,0.0
45,2041.94,1.0,2.0,0.0
46,2046.19,1.0,2.0,0.0
47,2048.75,1.0,2.0,0.0
48,2050.52,1.0,2.0,0.0
49,2046.68,1.0,2.0,0.0
50,2045.14,1.0,2.0,0.0
51,2049.9,1.0,2.0,0.0
52,2045.71,1.0,2.0,0.0
53,2051.22,1.0,2.0,0.0
54,2039.33,1.0,2.0,0.0
55,2046.67,1.0,2.0,0.0
